pitcher_id,year,n_pitches,disruption_1,disruption_2,disruption_len_1,disruption_len_2,bias_1,bias_2,bias_len_1,bias_len_2
656577,2025,9,0.69,1.121,0.706,0.695,0.049,-1.043,-0.021,-0.392
656578,2023,303,0.793,0.915,0.792,0.888,0.154,0.164,0.21,0.192
656605,2023,575,0.939,0.723,0.861,0.753,-0.295,-0.278,-0.288,-0.27
656605,2024,1219,0.896,0.709,0.836,0.745,-0.231,-0.233,-0.241,-0.232
656605,2025,1316,0.859,0.693,0.743,0.668,-0.159,-0.185,-0.167,-0.177
656629,2023,339,0.759,0.912,0.739,0.857,0.219,0.272,0.178,0.19
656629,2024,472,0.822,0.894,0.78,0.891,-0.194,0.252,-0.052,0.229
656629,2025,88,0.927,0.839,0.877,0.877,-0.357,0.143,-0.248,0.073
656638,2023,199,0.775,0.99,0.679,0.752,0.214,0.364,0.139,0.186
656638,2024,144,0.84,0.792,0.714,0.713,-0.147,0.05,-0.093,0.006
656638,2025,11,0.723,0.958,0.495,0.673,0.155,0.378,0.124,0.213
656641,2023,41,0.659,0.934,0.797,1.036,0.208,0.299,0.234,0.293
656641,2024,347,0.8,0.93,0.76,0.854,0.191,0.207,0.235,0.231
656641,2025,642,0.846,0.911,0.791,0.869,0.275,0.249,0.292,0.261
656657,2023,32,0.879,0.919,0.865,0.856,0.208,-0.118,0.122,-0.061
656657,2024,25,0.827,0.625,0.7,0.678,-0.251,-0.342,-0.208,-0.263
656669,2023,6,0.901,0.766,0.619,0.684,1.253,0.222,0.145,-0.213
656671,2024,49,0.843,0.993,0.77,0.787,0.591,0.312,0.376,0.199
656686,2025,138,0.804,0.703,0.688,0.634,-0.196,0.051,-0.172,-0.031
656716,2024,7,0.971,0.735,1.349,1.243,1.292,0.008,1.304,0.67
656716,2025,1,2.42,1.015,3.399,2.971,2.82,0.715,3.599,2.771
656730,2023,161,1.034,0.863,0.924,0.836,-0.426,-0.052,-0.38,-0.143
656730,2024,312,0.888,0.872,0.721,0.821,-0.246,0.232,-0.076,0.229
656730,2025,349,1.029,0.857,0.788,0.794,-0.365,0.017,-0.195,0.033
656731,2023,415,0.907,0.779,0.848,0.734,-0.137,-0.036,-0.233,-0.168
656731,2024,610,0.882,0.771,0.788,0.759,-0.181,-0.041,-0.166,-0.07
656731,2025,523,0.89,0.809,0.813,0.797,-0.103,0.008,-0.175,-0.105
656756,2023,534,0.93,0.871,0.884,0.827,0.115,0.07,0.076,0.047
656756,2024,888,0.806,0.87,0.761,0.804,0.282,0.173,0.162,0.095
656786,2023,77,0.831,0.78,0.821,0.815,-0.082,-0.235,-0.123,-0.219
656786,2024,68,0.823,0.798,0.82,0.832,-0.141,-0.395,-0.195,-0.363
656793,2023,35,0.821,0.744,0.808,0.721,0.072,0.154,0.017,0.046
656793,2024,36,0.594,0.683,0.705,0.667,0.046,0.161,-0.025,0.025
656794,2023,117,0.841,0.75,0.746,0.672,-0.141,-0.193,-0.126,-0.136
656794,2024,72,0.808,0.72,0.848,0.841,-0.255,-0.283,-0.125,-0.114
656794,2025,667,0.885,0.738,0.822,0.791,-0.268,-0.341,-0.266,-0.301
656814,2023,30,1.184,0.874,1.077,0.961,-0.502,-0.665,-0.551,-0.629
656848,2024,176,0.654,1,0.755,1.009,0.208,0.539,0.35,0.543
656848,2025,166,0.737,0.863,0.713,0.806,-0.077,0.321,-0.065,0.184
656849,2023,434,0.877,0.74,0.774,0.696,-0.144,-0.227,-0.191,-0.249
656849,2024,838,0.912,0.715,0.853,0.752,-0.224,-0.263,-0.273,-0.305
656849,2025,1185,0.823,0.719,0.774,0.727,-0.056,-0.208,-0.103,-0.199
656876,2024,213,1.075,0.661,0.864,0.691,-0.555,-0.208,-0.485,-0.262
656876,2025,1041,0.842,0.71,0.759,0.771,-0.276,-0.054,-0.133,0.012
656887,2023,70,0.943,0.674,0.999,0.768,-0.506,-0.332,-0.675,-0.566
656887,2024,160,0.95,0.748,0.979,0.772,-0.366,-0.133,-0.554,-0.419
656896,2024,25,0.803,0.95,0.904,0.884,0.53,-0.506,-0.27,-0.638
656896,2025,14,0.846,0.963,1.073,1.091,0.577,-0.342,-0.368,-0.672
656924,2023,4,0.795,0.978,0.843,0.958,0.958,0.665,0.994,0.758
656924,2024,135,0.846,0.811,0.747,0.809,0.07,0.128,0.19,0.224
656945,2023,270,1.065,0.717,0.879,0.775,-0.572,-0.153,-0.454,-0.187
656945,2024,538,1.011,0.714,0.857,0.771,-0.484,-0.095,-0.361,-0.112
656945,2025,480,0.868,0.889,0.783,0.865,-0.153,0.204,-0.039,0.177
656970,2023,46,0.723,0.828,0.7,0.748,0.341,-0.004,0.269,0.055
656976,2024,2,0.875,0.375,0.724,0.609,1.275,0.075,0.863,0.157
656986,2023,41,0.801,1.008,0.705,0.834,0.186,0.451,0.109,0.243
656986,2025,366,0.815,0.97,0.751,0.866,0.287,0.373,0.267,0.287
657006,2023,665,0.977,0.73,0.895,0.807,-0.382,-0.502,-0.28,-0.35
657006,2024,935,0.916,0.698,0.843,0.787,-0.238,-0.341,-0.138,-0.201
657006,2025,133,0.807,0.801,0.795,0.834,0.089,-0.161,0.187,0.037
657024,2023,189,0.747,0.79,0.764,0.792,0.182,0.062,0.195,0.091
657024,2024,318,0.762,0.772,0.765,0.769,0.055,-0.005,0.086,0.034
657024,2025,58,0.859,0.791,0.787,0.784,0.206,-0.029,0.192,0.037
657044,2023,74,1.038,0.904,1.03,0.898,-0.255,-0.206,-0.526,-0.498
657044,2024,440,1.188,0.873,1.024,0.825,-0.237,-0.266,-0.387,-0.396
657044,2025,297,1.246,0.955,1.02,0.878,0.061,-0.277,-0.162,-0.335
657053,2023,479,0.798,0.825,0.685,0.733,0.204,0.194,0.103,0.122
657053,2024,197,0.815,0.887,0.748,0.792,0.425,0.179,0.194,0.056
657053,2025,15,1.196,0.957,1.176,1.033,-0.418,-0.365,-0.661,-0.623
657061,2024,4,1.034,1.208,1.076,1.28,1.398,0.003,0.01,-0.366
657093,2023,42,0.78,0.632,0.706,0.699,0.021,-0.284,0.153,-0.001
657097,2023,293,0.946,0.934,0.867,0.853,0.045,0.101,-0.026,-0.006
657097,2024,414,0.847,0.929,0.827,0.888,0.316,0.135,0.249,0.119
657097,2025,468,0.858,0.934,0.832,0.888,0.338,0.235,0.257,0.172
657140,2023,80,0.762,0.663,0.686,0.666,-0.171,-0.224,-0.135,-0.172
657193,2024,7,0.559,0.686,0.789,0.636,0.937,-0.384,0.832,0.288
657240,2023,231,0.993,0.87,0.778,0.811,-0.121,-0.013,-0.002,0.048
657240,2024,101,0.881,0.761,0.788,0.768,0.028,-0.182,-0.067,-0.194
657240,2025,139,0.74,0.84,0.72,0.777,0.034,0.054,0.087,0.094
657248,2023,47,0.876,0.868,0.768,0.786,0.079,-0.177,-0.014,-0.154
657265,2023,13,0.933,0.918,0.979,0.906,-0.196,-0.32,-0.391,-0.48
657265,2024,80,0.696,0.714,0.757,0.75,0.186,-0.026,-0.025,-0.174
657277,2023,609,0.925,0.683,0.856,0.722,-0.359,-0.395,-0.451,-0.499
657277,2024,1307,1.002,0.712,0.928,0.769,-0.458,-0.464,-0.526,-0.546
657277,2025,1439,0.918,0.702,0.871,0.766,-0.364,-0.447,-0.44,-0.51
657376,2023,525,0.745,0.715,0.757,0.761,-0.061,-0.103,-0.081,-0.127
657376,2024,574,0.839,0.744,0.805,0.8,-0.136,-0.117,-0.089,-0.082
657376,2025,547,0.859,0.819,0.816,0.835,-0.137,-0.145,-0.114,-0.128
657424,2025,225,0.778,0.751,0.739,0.76,-0.11,-0.352,-0.052,-0.218
657508,2023,180,0.804,0.777,0.75,0.735,-0.215,0.036,-0.176,-0.03
657508,2024,472,0.822,0.854,0.722,0.782,-0.193,0.057,-0.147,-0.001
657514,2023,156,0.99,0.846,0.914,0.854,-0.109,-0.476,-0.148,-0.307
657514,2024,360,1.008,0.807,0.898,0.801,-0.244,-0.527,-0.255,-0.394
657514,2025,343,0.888,0.771,0.83,0.782,-0.077,-0.448,-0.088,-0.279
657571,2023,225,1.005,0.674,0.894,0.756,-0.47,-0.243,-0.367,-0.21
657571,2024,401,0.884,0.72,0.825,0.757,-0.301,-0.264,-0.269,-0.235
657571,2025,460,0.971,0.687,0.888,0.753,-0.446,-0.447,-0.478,-0.468
657585,2023,141,0.741,0.918,0.718,0.878,0.145,0.338,0.136,0.232
657585,2024,401,0.804,0.977,0.71,0.862,0.115,0.363,0.187,0.316
657585,2025,409,0.85,0.89,0.745,0.823,-0.051,0.216,0.003,0.148
657612,2023,65,1.272,0.955,1.116,0.946,-0.765,-1.031,-0.856,-1.036
657612,2024,458,1.268,0.954,1.203,1.054,-0.74,-0.915,-0.785,-0.903
657612,2025,448,1.107,0.857,1.084,0.975,-0.55,-0.78,-0.653,-0.819
657649,2024,460,0.897,0.759,0.776,0.812,-0.231,-0.051,-0.041,0.08
657649,2025,436,0.952,0.789,0.869,0.817,-0.293,-0.11,-0.174,-0.051
657697,2023,14,0.823,0.71,0.65,0.602,0.075,0.032,-0.041,-0.1
657697,2024,88,0.699,0.725,0.722,0.725,0.115,-0.273,0.059,-0.208
657746,2023,509,0.738,0.787,0.753,0.815,0.213,0.062,0.177,0.07
657746,2024,982,0.815,0.842,0.752,0.787,0.039,0.134,-0.003,0.045
657746,2025,1318,0.822,0.81,0.774,0.77,-0.006,0.071,-0.046,0.003
657756,2023,175,0.873,0.766,0.777,0.745,-0.023,-0.108,-0.095,-0.151
657756,2025,92,0.829,0.714,0.803,0.754,-0.008,-0.197,-0.026,-0.142
658648,2023,362,0.944,0.788,0.836,0.758,0.004,-0.03,-0.108,-0.119
658648,2024,588,0.943,0.817,0.844,0.778,-0.048,-0.173,-0.115,-0.171
659275,2023,20,1.01,0.841,0.806,0.694,-0.307,-0.106,-0.108,0.033
659275,2024,18,0.758,0.584,0.634,0.577,-0.265,-0.408,-0.02,-0.089
660261,2023,253,0.957,0.979,0.829,0.916,-0.253,0.271,-0.13,0.196
660271,2023,210,0.987,0.927,0.974,0.914,0.135,0.122,-0.021,-0.041
660271,2025,350,0.991,0.931,0.823,0.792,0.001,0.228,-0.071,0.053
660431,2023,5,1.22,0.61,0.836,0.68,-0.82,-0.858,-0.561,-0.57
660593,2023,119,0.806,0.945,0.814,0.85,0.682,0.409,0.539,0.35
660600,2024,136,0.853,0.778,0.835,0.793,-0.085,-0.074,-0.12,-0.131
660604,2025,74,0.887,0.84,0.819,0.854,0.101,-0.045,0.189,0.12
660644,2024,23,0.705,0.822,0.63,0.69,0.486,-0.796,0.335,-0.298
660644,2025,10,1.037,0.914,0.772,0.756,1.406,0.443,0.589,0.362
660730,2025,137,0.719,0.916,0.894,1.053,0.253,0.184,0.325,0.297
660761,2023,70,0.78,0.721,0.7,0.729,0.272,-0.005,0.328,0.186
660761,2024,387,0.877,0.714,0.767,0.74,-0.087,-0.241,-0.039,-0.122
660761,2025,122,0.809,0.714,0.711,0.71,0.002,-0.223,0.012,-0.11
660787,2023,98,1.167,0.748,0.874,0.719,-0.564,-0.297,-0.354,-0.159
660787,2025,261,0.918,0.822,0.788,0.77,-0.102,0.187,-0.081,0.086
660813,2023,192,1.027,0.675,0.873,0.759,-0.531,-0.101,-0.387,-0.098
660813,2024,46,1.105,0.711,0.977,0.744,-0.638,-0.228,-0.598,-0.34
660825,2023,114,0.716,0.845,0.601,0.712,0.202,0.068,0.204,0.124
660825,2024,190,0.776,0.817,0.789,0.808,0.012,-0.017,-0,-0.01
660825,2025,500,0.763,0.754,0.745,0.799,0.038,-0.013,0.089,0.066
660844,2024,7,0.785,0.672,0.872,0.823,1.099,-0.372,0.393,-0.236
660844,2025,9,1.635,1.314,1.052,0.83,1.832,0.86,0.834,0.214
660853,2023,231,0.928,0.916,0.831,0.815,0.019,0.216,-0.012,0.093
660853,2024,524,0.808,0.968,0.773,0.871,0.15,0.367,0.183,0.295
660853,2025,533,0.807,0.91,0.701,0.805,0.073,0.313,0.107,0.237
660896,2023,14,0.803,0.782,0.65,0.949,-0.158,0.233,0.283,0.573
660896,2024,416,0.788,0.94,0.744,0.959,-0.041,0.366,0.205,0.457
660896,2025,475,0.757,0.907,0.676,0.941,0.03,0.314,0.287,0.461
660906,2023,138,0.794,0.896,0.723,0.835,0.296,0.296,0.262,0.243
661309,2023,235,0.907,0.831,0.903,0.812,-0.08,-0.099,-0.231,-0.242
661383,2023,62,0.895,0.932,0.764,0.806,0.181,0.135,0.156,0.105
661395,2023,215,1.204,0.633,1.023,0.726,-0.725,-0.192,-0.608,-0.277
661395,2024,405,1.202,0.753,0.986,0.737,-0.704,-0.261,-0.597,-0.312
661395,2025,546,1.181,0.755,0.975,0.757,-0.662,-0.161,-0.561,-0.247
661403,2023,234,1.093,0.711,0.922,0.727,-0.597,-0.066,-0.511,-0.169
661403,2024,507,1.189,0.756,0.988,0.767,-0.675,-0.059,-0.54,-0.151
661403,2025,378,1.141,0.721,0.854,0.711,-0.579,-0.096,-0.374,-0.068
661440,2023,242,0.96,0.79,0.87,0.754,-0.092,-0.013,-0.123,-0.07
661527,2023,47,0.77,0.889,0.815,0.865,0.226,0.011,-0.117,-0.287
661527,2024,343,0.873,0.756,0.811,0.775,0.082,-0.207,0.029,-0.141
661527,2025,53,0.89,0.829,0.819,0.775,0.356,-0.1,0.09,-0.174
661563,2024,1097,0.76,0.944,0.756,0.943,0.129,0.417,0.267,0.434
661563,2025,411,0.758,0.897,0.759,0.82,0.122,0.336,0.097,0.212
662253,2023,266,1.073,0.899,0.903,0.871,-0.301,0.129,-0.157,0.099
662253,2024,396,0.955,0.914,0.801,0.804,-0.15,0.164,-0.09,0.087
662253,2025,455,0.979,0.983,0.857,0.872,0.018,0.196,-0.001,0.087
663158,2023,200,1.046,0.79,0.782,0.757,-0.373,0.048,-0.175,0.099
663158,2024,502,0.882,0.849,0.749,0.84,-0.303,0.297,-0.112,0.27
663158,2025,543,0.874,0.824,0.728,0.773,-0.228,0.281,-0.086,0.231
663321,2023,38,0.546,0.711,0.541,0.639,0.344,-0.141,0.197,-0.133
663321,2024,57,0.714,0.726,0.733,0.758,0.104,-0.23,0.109,-0.095
663321,2025,88,0.757,0.939,0.847,0.939,0.505,0.292,0.437,0.292
663362,2023,241,0.833,0.739,0.824,0.801,0.121,-0.252,0.007,-0.182
663362,2024,994,0.793,0.757,0.811,0.803,0.217,-0.334,-0.003,-0.292
663362,2025,39,0.834,0.829,0.702,0.724,0.21,-0.497,0.101,-0.265
663372,2023,63,0.642,0.788,0.722,0.847,0.129,0.219,0.079,0.124
663372,2024,1121,0.848,0.807,0.812,0.779,0.041,0.039,-0.065,-0.067
663372,2025,235,0.82,0.877,0.826,0.839,0.171,0.073,0.037,-0.032
663385,2023,10,0.598,0.997,0.63,0.653,0.489,0.684,0.408,0.45
663399,2025,230,0.723,0.707,0.683,0.727,0.147,-0.107,0.21,0.052
663423,2023,175,0.782,0.909,0.791,0.858,0.406,0.231,0.25,0.155
663423,2024,526,0.882,0.823,0.855,0.81,-0.005,-0.13,-0.117,-0.198
663423,2025,306,0.783,0.732,0.738,0.704,0.005,-0.129,-0.134,-0.206
663432,2023,8,1.052,1.22,0.849,0.905,0.179,0.411,0.259,0.392
663432,2024,409,0.709,0.949,0.687,0.922,0.153,0.451,0.299,0.472
663432,2025,91,0.761,0.989,0.776,0.992,0.136,0.352,0.282,0.396
663436,2024,414,0.812,0.727,0.79,0.734,-0.018,-0.147,-0.08,-0.173
663436,2025,1083,0.837,0.667,0.728,0.677,-0.223,-0.094,-0.138,-0.065
663455,2025,212,0.862,0.793,0.742,0.693,-0.047,0.072,-0.052,0.012
663460,2024,224,1.005,0.813,0.871,0.812,-0.369,-0.5,-0.343,-0.428
663460,2025,825,0.862,0.753,0.782,0.76,-0.229,-0.417,-0.178,-0.301
663462,2023,206,0.864,0.741,0.744,0.734,-0.209,-0.276,-0.167,-0.212
663462,2024,32,0.822,0.699,0.731,0.65,-0.162,-0.548,-0.289,-0.53
663462,2025,59,1.077,0.845,1.018,0.846,-0.451,-0.459,-0.517,-0.529
663465,2023,20,0.626,0.741,0.59,0.782,0.369,-0.175,0.245,-0.038
663465,2024,199,0.803,0.769,0.737,0.756,0.133,-0.329,0.164,-0.093
663465,2025,453,0.784,0.753,0.776,0.785,0.098,-0.386,0.003,-0.27
663474,2023,45,0.79,0.974,0.763,0.942,0.462,0.466,0.603,0.603
663474,2024,487,0.752,0.773,0.705,0.791,0.204,-0.01,0.303,0.195
663474,2025,49,0.9,0.739,0.727,0.764,-0.153,0.141,0.003,0.206
663485,2023,62,0.76,0.811,0.688,0.772,-0.07,0.003,0.082,0.12
663485,2024,542,0.847,0.745,0.732,0.765,-0.181,-0.017,0.01,0.114
663485,2025,521,0.765,0.754,0.714,0.772,-0.041,0.038,0.045,0.081
663531,2024,215,0.744,0.744,0.771,0.771,0.179,-0.228,0.041,-0.212
663542,2023,48,1.058,0.659,0.888,0.788,-0.576,-0.46,-0.355,-0.26
663542,2024,400,1.07,0.801,0.956,0.853,-0.504,-0.706,-0.46,-0.577
663542,2025,114,1.043,0.794,0.933,0.794,-0.468,-0.675,-0.463,-0.572
663546,2023,80,0.936,0.697,0.797,0.727,-0.281,-0.109,-0.075,0.039
663546,2024,504,0.918,0.698,0.838,0.753,-0.344,-0.228,-0.276,-0.202
663546,2025,100,0.86,0.733,0.808,0.784,-0.132,-0.14,-0.121,-0.139
663554,2024,832,0.844,0.8,0.809,0.774,-0.084,-0.013,-0.164,-0.128
663554,2025,1109,0.759,0.772,0.708,0.714,0.003,0.103,-0.023,0.019
663556,2023,158,0.97,0.952,0.896,0.918,-0.179,0.105,-0.167,-0.012
663558,2023,44,0.976,0.913,0.842,0.794,0.259,0.171,0.142,0.08
663558,2025,35,1.098,0.944,0.798,0.833,0.194,0.002,0.272,0.149
663559,2023,270,0.763,0.708,0.813,0.792,0.11,-0.231,-0.029,-0.23
663559,2024,955,0.782,0.757,0.832,0.815,0.031,-0.038,-0.041,-0.089
663559,2025,856,0.731,0.734,0.774,0.798,0.108,-0.006,0.103,0.031
663562,2023,89,0.755,0.721,0.752,0.75,0.13,0.171,0.228,0.244
663562,2024,174,0.914,0.819,0.787,0.759,0.052,-0.024,-0.006,-0.046
663562,2025,89,0.882,0.804,0.781,0.83,0.149,0.084,0.237,0.216
663567,2023,384,0.78,0.705,0.738,0.746,-0.049,-0.144,-0.043,-0.106
663567,2024,434,0.882,0.85,0.798,0.798,0.045,0.023,0.051,0.027
663568,2024,326,1.103,0.661,1.066,0.784,-0.607,-0.419,-0.722,-0.604
663568,2025,755,0.896,0.676,0.82,0.682,-0.339,-0.303,-0.383,-0.367
663574,2023,8,0.56,0.817,0.648,0.851,-0.02,0.027,0.127,0.173
663574,2024,240,0.9,0.773,0.807,0.772,-0.305,-0.025,-0.211,-0.037
663574,2025,575,0.842,0.847,0.76,0.858,-0.174,0.08,0.01,0.167
663623,2023,479,0.768,0.851,0.754,0.788,0.093,0.2,0.047,0.112
663623,2024,1357,0.836,0.8,0.813,0.787,0.037,0.004,-0.057,-0.074
663623,2025,1312,0.769,0.745,0.75,0.737,0.216,0.005,0.051,-0.055
663629,2023,9,1.286,1.447,0.928,1.006,0.552,0.659,0.057,0.094
663658,2023,23,0.778,0.542,0.677,0.555,-0.314,-0.264,-0.247,-0.193
663671,2025,257,0.803,0.835,0.753,0.79,-0.011,0.054,0.045,0.073
663687,2023,162,1.009,0.796,0.953,0.875,0.064,-0.084,-0.075,-0.153
663687,2024,505,0.951,0.801,0.894,0.799,-0.002,-0.262,-0.238,-0.336
663687,2025,483,0.938,0.792,0.867,0.819,0.081,-0.164,-0.099,-0.184
663704,2023,136,0.842,0.805,0.788,0.821,0.008,-0.145,0.071,-0.026
663704,2024,391,0.881,0.839,0.793,0.755,-0.124,-0.065,-0.118,-0.092
663738,2023,35,0.534,0.665,0.576,0.69,0.291,0.243,0.352,0.28
663738,2024,279,0.794,0.956,0.761,0.871,0.323,0.299,0.289,0.246
663738,2025,446,0.834,0.823,0.786,0.825,0.043,0.018,0.081,0.042
663752,2023,59,1.024,0.855,0.826,0.77,0.028,0.048,0.062,0.07
663765,2023,76,0.895,0.729,0.97,0.85,-0.165,-0.253,-0.423,-0.477
663765,2024,263,0.805,0.738,0.789,0.736,0.003,-0.22,-0.154,-0.297
663765,2025,268,0.79,0.764,0.801,0.775,0.01,-0.089,-0.095,-0.162
663767,2024,76,0.892,0.783,0.869,0.88,-0.006,0.078,0.18,0.236
663767,2025,286,0.883,0.806,0.842,0.846,-0.092,-0.162,-0.069,-0.097
663773,2023,190,0.846,0.703,0.703,0.67,-0.102,0.019,-0.058,0.021
663773,2024,283,0.771,0.747,0.708,0.744,-0.058,0.061,-0.023,0.043
663773,2025,57,0.804,0.697,0.771,0.747,-0.147,-0.179,-0.116,-0.152
663776,2023,494,1.027,0.888,0.856,0.825,-0.043,-0.13,-0.003,-0.052
663776,2024,586,1,0.909,0.868,0.841,0.091,-0.088,0.065,-0.047
663795,2025,181,0.809,0.827,0.734,0.756,0.123,-0.077,0.121,-0.035
663804,2023,136,1.01,0.894,0.879,0.817,-0.194,-0.121,-0.124,-0.101
663804,2025,120,0.788,0.834,0.713,0.838,-0.046,0.246,0.101,0.277
663855,2023,171,1.221,0.91,1.008,0.909,-0.553,-0.011,-0.287,0.081
663855,2024,799,0.945,0.812,0.819,0.79,0.055,0.073,0.094,0.116
663855,2025,490,1.07,0.893,0.93,0.817,-0.12,0.094,-0.12,0.015
663878,2023,80,0.696,0.825,0.656,0.887,-0.129,0.235,0.096,0.343
663878,2024,448,0.821,0.947,0.761,0.914,0.008,0.27,0.092,0.245
663878,2025,123,0.848,0.882,0.774,0.871,-0.218,0.135,-0.023,0.199
663893,2024,303,0.958,0.776,0.849,0.773,-0.38,-0.081,-0.357,-0.174
663893,2025,460,0.978,0.797,0.805,0.719,-0.383,-0.165,-0.308,-0.185
663897,2024,26,0.868,1.069,0.974,0.96,0.496,-0.837,0.26,-0.174
663897,2025,36,0.908,0.914,0.845,0.829,0.765,-0.267,-0.092,-0.421
663903,2023,456,0.79,0.698,0.722,0.681,-0.119,-0.223,-0.187,-0.269
663903,2024,1211,0.847,0.721,0.797,0.721,-0.085,-0.246,-0.174,-0.278
663903,2025,1198,0.809,0.729,0.8,0.761,-0.056,-0.279,-0.104,-0.241
663941,2023,286,0.707,0.786,0.659,0.724,0.249,0.09,0.164,0.055
663941,2024,119,0.853,0.919,0.743,0.76,0.088,-0.139,-0.037,-0.173
663941,2025,387,0.797,0.788,0.756,0.769,0.035,-0.166,0.022,-0.098
663947,2023,251,0.826,0.858,0.776,0.813,0.34,0.135,0.261,0.112
663947,2024,598,0.901,0.814,0.82,0.797,-0.021,-0.198,-0.042,-0.158
663947,2025,517,0.865,0.744,0.774,0.76,-0.055,-0.221,-0.05,-0.162
663967,2025,4,1.04,0.992,1.208,1.375,1.44,0.692,1.408,1.175
663969,2024,284,0.753,0.75,0.692,0.73,0.031,-0.01,0.071,0.05
663969,2025,507,0.877,0.773,0.734,0.704,-0.177,-0.152,-0.162,-0.155
663978,2023,37,0.961,0.772,0.912,0.855,0.072,-0.085,0.092,-0.022
663978,2024,665,0.822,0.737,0.783,0.742,-0.009,-0.221,-0.026,-0.148
663978,2025,1228,0.787,0.721,0.733,0.711,-0.078,-0.169,-0.076,-0.129
663986,2023,235,0.876,1.03,0.837,0.908,0.207,0.338,0.194,0.245
663989,2023,55,0.76,0.655,0.584,0.588,-0.172,-0.419,0.087,-0.066
663989,2024,84,0.822,0.779,0.725,0.775,0.062,-0.173,0.235,0.097
663992,2024,243,1.069,0.808,0.942,0.861,-0.354,-0.449,-0.299,-0.364
663992,2025,96,0.85,0.754,0.84,0.853,-0.054,-0.276,0.012,-0.133
664028,2023,94,0.987,0.745,0.907,0.749,-0.126,-0.187,-0.192,-0.241
664062,2023,281,0.715,0.852,0.725,0.841,0.247,0.116,0.346,0.257
664062,2025,249,0.784,0.841,0.735,0.821,0.1,-0.006,0.226,0.156
664068,2025,15,0.786,0.716,1.14,1.09,0.958,-0.525,0.022,-0.741
664076,2024,458,0.903,0.813,0.858,0.849,-0.163,-0.066,-0.152,-0.094
664076,2025,402,0.894,0.864,0.849,0.865,-0.134,-0.022,-0.089,-0.024
664079,2024,71,1.092,0.697,0.936,0.768,-0.31,-0.215,-0.299,-0.237
664123,2024,26,0.826,0.75,0.805,0.735,0.039,-0.389,-0.16,-0.411
664123,2025,77,0.921,0.823,0.848,0.801,0.14,-0.298,-0.005,-0.255
664126,2023,217,0.905,0.952,0.788,0.84,-0.055,0.142,0.004,0.1
664126,2024,282,0.794,0.892,0.679,0.849,-0.03,0.165,0.067,0.185
664126,2025,470,0.809,1.034,0.795,1.012,0.072,0.295,0.207,0.34
664129,2023,29,0.963,0.655,0.648,0.678,-0.302,-0.063,0.142,0.313
664129,2024,74,1.085,0.888,0.864,0.744,-0.425,0.013,-0.317,-0.036
664129,2025,42,0.711,0.848,0.775,0.925,0.248,0.33,0.45,0.476
664139,2023,270,0.937,0.745,0.94,0.838,-0.308,-0.216,-0.386,-0.329
664139,2024,18,0.688,0.602,0.486,0.353,-0.037,0.006,-0.07,-0.052
664139,2025,178,0.749,0.69,0.774,0.723,-0.152,-0.144,-0.204,-0.212
664141,2025,207,0.746,0.938,0.693,0.825,0.231,0.356,0.266,0.315
664192,2023,144,0.873,0.748,0.92,0.808,-0.23,-0.317,-0.357,-0.406
664192,2024,75,0.864,0.724,0.972,0.876,-0.221,-0.513,-0.401,-0.564
664192,2025,271,1.07,0.797,0.992,0.841,-0.445,-0.592,-0.525,-0.572
664199,2023,182,0.703,0.843,0.687,0.769,0.095,0.133,0.149,0.146
664199,2025,394,0.732,0.934,0.699,0.878,0.126,0.271,0.259,0.324
664208,2023,175,0.949,0.908,0.853,0.87,0.492,-0.227,0.051,-0.29
664208,2024,457,0.918,0.885,0.864,0.867,0.184,-0.452,-0.091,-0.415
664208,2025,443,0.995,0.856,0.885,0.832,0.339,-0.177,-0.086,-0.324
664285,2023,604,0.84,0.79,0.777,0.739,-0.184,-0.07,-0.179,-0.095
664285,2024,989,0.905,0.769,0.786,0.715,-0.246,-0.218,-0.23,-0.182
664285,2025,1286,0.905,0.735,0.818,0.723,-0.236,-0.201,-0.242,-0.189
664294,2023,132,0.93,1.108,0.876,1.011,0.515,0.419,0.554,0.442
664294,2025,131,0.873,1.062,0.871,0.967,0.619,0.381,0.479,0.31
664299,2023,464,0.713,0.86,0.726,0.868,0.188,0.252,0.273,0.315
664299,2024,155,0.744,0.824,0.726,0.837,0.508,0.179,0.505,0.328
664299,2025,259,0.761,0.907,0.823,0.948,0.453,0.242,0.382,0.263
664350,2024,248,0.793,0.671,0.709,0.673,-0.091,-0.274,-0.182,-0.304
664351,2024,43,0.662,0.911,0.696,0.813,0.619,0.408,0.392,0.23
664351,2025,89,0.735,0.899,0.848,0.946,0.456,0.208,0.459,0.288
664353,2023,278,0.778,0.896,0.813,0.936,0.317,0.282,0.426,0.401
664353,2025,23,0.769,0.994,0.617,0.749,0.625,0.555,0.347,0.272
664744,2023,8,0.786,1.221,0.502,0.69,0.755,0.84,0.48,0.49
664744,2025,15,0.443,1.072,0.664,0.96,0.318,0.582,0.317,0.468
664747,2023,215,0.89,0.933,0.798,0.858,0.075,0.202,0.11,0.158
664747,2024,404,0.753,0.871,0.763,0.861,0.096,0.224,0.139,0.197
664747,2025,158,0.694,0.891,0.793,0.936,0.228,0.336,0.302,0.34
664776,2024,243,0.896,0.946,0.827,0.837,0.324,0.183,0.083,-0.013
664849,2024,246,0.984,0.915,0.925,0.87,-0.057,-0.191,-0.006,-0.067
664849,2025,48,1.023,0.798,0.972,0.789,-0.49,-0.48,-0.537,-0.529
